type,job_title,job_area,salary_bot,salary_top,year,education,company_title,company_info,skill,publis_name,welfare
全栈工程师,前端web开发工程师,杭州,11250,17500,1-3,本科,杭州华思,计算机软件未融资20-99人,JavaScript HTML5 CSS 计算机/软件工程相关专业 前端开发经验, 郑先生,员工旅游，节日福利，缴纳五险，定期体检，意外险，带薪年假，年终奖，餐补，高温补贴
全栈工程师,前端开发工程师,兰州,8000,13000,1-3,本科,美迅科技,投资/融资0-20人,CSS 不接受居家办公 Web开发工程师 JavaScript HTML5 计算机/软件工程相关专业, 边女士, 
全栈工程师,【直招】抖音iOS基础技术高级/资深工程师,北京,25000,50000,1-3,本科,字节跳动,互联网D轮及以上10000人以上,技术方案规划 性能优化 技术升级 Swift C++ CocoaPods 计算机/软件工程相关专业 大型项目开发经验 全栈开发经验 工具链 系统架构 静态检查 LLVM Objective-C 编译原理, 李先生,年终奖，餐补，补充医疗保险，住房补贴，餐饮及下午茶，意外险，绩效奖金，股票期权，就近租房补贴，定期体检，团建聚餐，零食下午茶，节日礼品，家庭关爱假，年度体检，五险一金，免费健身设施，家属自选保险，夜班补助，带薪年假
全栈工程师,中高级python开发工程师,广州,18416,23833,1-3,本科,法本,计算机软件已上市10000人以上,Python Django MySQL Oracle 架构设计经验, 林先生,零食下午茶，定期体检，员工旅游，节日福利，带薪年假，加班补助，五险一金，企业文化
全栈工程师,Android原生研发工程师  兼职,北京,7000,10000,1-3,本科,大有泰莱,医疗健康未融资0-20人,网络协议 Socket技术, 蔡女士,节日福利，五险一金，餐补
全栈工程师,高级软件开发工程师,杭州,20000,40000,1-3,本科,华为企业通信,计算机软件未融资10000人以上,Java Python C语言, 蔡先生,年终奖，补充医疗保险，定期体检，加班补助，股票期权，五险一金，免费班车
全栈工程师,自动驾驶测试开发工程师,北京,31250,62500,1-3,本科,美团,互联网已上市10000人以上,Python C++ Shell, 王女士,宿舍有空调
全栈工程师,软件工程师,桂林,6000,10000,1-3,本科,凯歌科技,计算机软件不需要融资20-99人,Unix Java 全栈工程师 全栈开发 服务器配置 架构师 Redis Windows 后端工程师 数据结构 MySQL PHP Python, 傅女士,带薪年假，工龄奖，交通补助，通讯补贴，年终奖，定期体检，意外险，五险一金
全栈工程师,PHP全栈,济宁,8000,12000,1-3,本科,通和科技,移动互联网不需要融资20-99人,HTML CSS 全栈开发 小程序, 万先生,员工旅游，带薪年假，绩效奖金，节日福利，底薪加提成，团建聚餐
全栈工程师,高级Java开发工程师,合肥,11000,20000,1-3,本科,壹医云,医疗健康天使轮20-99人,Java 全栈工程师 团队管理经验 全栈开发 中大型项目架构设计经验 架构师 SQL Server 后端工程师 Spring Java开发经验 WEB开发 Linux JavaScript MySQL Oracle 后端开发, 刘先生,股票期权，加班补助，全勤奖，定期体检，年终奖，餐补，员工旅游，五险一金，节日福利
全栈工程师,全栈设计师,北京,100000,120000,1-3,本科,数问,在线教育天使轮0-20人,交互设计 原型设计 视觉设计 网页端 平面设计 AI Sketch Figma SaaS, 向先生, 
全栈工程师,thinkphp+uniapp全栈兼职,合肥,2000,3000,1-3,本科,合肥数跃网络科技,互联网0-20人,Laravel/Yii/ThinkPHP MySQL/Redis/MongoDB JavaScript PHP开发经验, 任先生, 
全栈工程师,全栈工程讲师,保定,12000,24000,1-3,本科,保定市振涛弘业职...,互联网500-999人,全职工作 线下教学 职业培训班 日常教学 考核测评 实操实训 计算机相关专业 Web项目经验 普通话发音标准, 李女士, 
全栈工程师,Java 工程师,深圳,12000,16000,1-3,本科,和众未来,企业服务0-20人,全栈工程师, 郭女士, 
全栈工程师,Java 工程师,呼和浩特,10833,14083,1-3,本科,博思软件,计算机软件已上市1000-9999人,计算机软件 Spring SpringMVC Oracle 后端开发 全栈开发 Linux 软件工程师, 王女士,交通补助，员工俱乐部，加班补助，年终奖，员工旅游，零食下午茶，节日福利，定期体检，五险一金，通讯补贴，带薪年假，股票期权，餐补
前端,HTML5 前端,澄迈,6000,10000,1-3,大专,决胜科技,文化艺术/娱乐0-20人,前端开发 HTML CSS JavaScript CSS3 HTML5 JQuery Android, 王女士, 
前端,Web 前端,深圳,23333,46666,1-3,大专,AfterShip,互联网B轮100-499人,JavaScript React Node.js, 欧先生,年终奖，五险一金，零食下午茶，员工旅游，餐补，节日福利，带薪年假，学习基金
前端,Web 前端 Electron 开发,北京,10000,15000,1-3,大专,北京纽曼腾飞,电子商务未融资100-499人,Python, 花女士, 
前端,前端 WEB开发工程师,西安,26666,53333,1-3,大专,华为,计算机软件不需要融资10000人以上,JavaScript HTML5 Vue 计算机/软件工程相关专业 前端开发经验 技术博客/开源项目有所贡献, 曾先生,年终奖，五险一金，定期体检，加班补助，餐补，股票期权，补充医疗保险，员工旅游，节日福利，零食下午茶
前端,前端 - Web多媒体,北京,31250,62500,1-3,大专,今日头条,互联网未融资10000人以上,前端开发 CSS JavaScript CSS3 ES6 React SDK, 刘先生,年终奖，补充医疗保险，家属自选保险，餐补，法定节假日三薪，免费健身设施，团建聚餐，五险一金，零食下午茶，定期体检，交通补助，股票期权，带薪年假，餐饮及下午茶，年度体检，弹性工作制，就近租房补贴，家庭关爱假，节日礼品，意外险
前端,Vue.js 资深Web 前端,深圳,15166,22750,1-3,大专,胜军科技,社交网络未融资20-99人,JavaScript Vue HTML5 计算机/软件工程相关专业 前端开发经验 不接受居家办公, 罗先生,包吃
前端,前端 react 开发工程师 (远程/可居家办公),上海,12000,18000,1-3,大专,上海兼沛,企业服务不需要融资0-20人,React JavaScript 前端开发经验 接受居家办公, 陈先生,生日福利，保底工资，年终奖，带薪年假，五险一金
前端,前端,济南,6000,11000,1-3,大专,北京新致,计算机软件已上市1000-9999人,前端开发经验, 王女士,五险一金，补充医疗保险，节日福利，餐补，加班补助，定期体检，带薪年假
前端,前端,武汉,10000,14000,1-3,大专,中电金信,计算机软件B轮10000人以上,Vue, 张女士,定期体检，五险一金，补充医疗保险，节日福利
前端,前端,南昌,8000,12000,1-3,大专,小传科技,互联网0-20人,JavaScript HTML5 CSS vue uni-app, 路先生,保底工资，零食下午茶，五险，底薪加提成
前端,前端,北京,10000,15000,1-3,大专,神州通誉,计算机软件未融资1000-9999人,React Vue Java 前端开发经验 计算机/软件工程相关专业, 王女士,五险一金，节日福利，带薪年假，员工旅游
前端,前端,太原,3000,8000,1-3,大专,武汉紫枫叶科技,企业服务未融资0-20人,Vue, 孙先生,五险一金，全勤奖，年终奖
前端,前端,金华,10000,11000,1-3,大专,浙江省公众信息产业,计算机软件20-99人,JavaScript, 左先生,节日福利，员工旅游，通讯补贴，底薪加提成，五险一金，餐补，意外险，保底工资，定期体检，带薪年假，有无线网
前端,前端,西安,5000,8000,1-3,大专,美中居,电子商务天使轮20-99人,JavaScript CSS Vue 计算机/软件工程相关专业 前端开发经验 不接受居家办公 CSS Vue javascript uni-app, 白先生,绩效奖金，五险一金，补充医疗保险，保底工资，节日福利，定期体检
前端,前端,邯郸,5416,8666,1-3,大专,雨辰同瑞信息科技,计算机软件不需要融资20-99人,前端开发 HTML CSS JavaScript ES6 Vue MVC开发, 郭女士,有无线网，餐补，零食下午茶，带薪年假，年终奖，团建聚餐，高温补贴，员工旅游，节日福利，免费工装，交通补助
前端,前端,商洛,60000,65000,1-3,大专,柞水县乾佑山城通讯,通信/网络设备0-20人,React Vue Node.js, 刘女士, 
前端,前端,长春,5000,10000,1-3,大专,金恒股份,咨询未融资100-499人,JavaScript, 刘女士,节日福利，五险一金
前端,前端,西安,5000,10000,1-3,大专,优浮智创,互联网天使轮0-20人,前端开发 JavaScript HTML CSS Vue React, 郭女士, 
前端,前端,成都,4000,9000,1-3,大专,华云乾库,大数据20-99人,HTML 移动端, 易女士,五险
前端,前端,太原,5000,7000,1-3,大专,搜图科技,计算机软件0-20人,Web端 前端开发, 李女士, 
前端,前端,黄冈,4000,5000,1-3,大专,凝聚环保,环保未融资0-20人,小程序 JavaScript CSS Vue, 姜先生,年终奖，股票期权，交通补助，包吃，零食下午茶
前端,前端,杭州,25000,31250,1-3,大专,滴滴,移动互联网D轮及以上1000-9999人,技术博客/开源项目有所贡献 不接受居家办公 CSS JavaScript 计算机/软件工程相关专业 前端开发经验 React, 李女士,补充医疗保险，定期体检，五险一金
前端,前端,莆田,4333,8666,1-3,大专,智康云医疗科技公司,互联网天使轮100-499人,Vue 前端开发 CSS JavaScript HTML5 Bootstrap HTML PC端, 郑女士,股票期权，节日福利，零食下午茶，带薪年假，员工旅游
前端,前端,成都,6000,8000,1-3,大专,启明芯智能,智能硬件不需要融资100-499人,Vue Java HTML5 计算机/软件工程相关专业 前端开发经验 vue3 H5 小程序, 徐女士,定期团建，节日福利，年终奖，员工旅游，五险一金，节日福利
前端,前端,衡水,3000,5000,1-3,大专,创新科技,互联网0-20人,前端开发 Web端 PhotoShop PHP Flash开发 JavaScript, 刘女士, 
前端,前端,贵阳,3000,5000,1-3,大专,贵州享库电子商务,电子商务不需要融资0-20人,JavaScript Java, 徐女士,有无线网，五险一金
前端,前端,广州,5000,9000,1-3,大专,潮汕职业技术学院,学校/学历教育未融资100-499人,CSS 前端开发经验 bootStrap Vue2、Vue3 Ajax、Json, 郑女士,五险一金，节日福利，年终奖，有无线网
前端,前端,临沂,8000,10000,1-3,大专,汇宝链,计算机软件未融资0-20人,CSS JavaScript Vue 前端开发经验, 徐先生, 
前端,前端,北京,14000,15000,1-3,大专,法本,计算机软件已上市10000人以上,Vue React 计算机/软件工程相关专业 前端开发经验 技术博客/开源项目有所贡献, 刘女士,节日福利，零食下午茶，员工旅游，加班补助，企业文化，带薪年假，定期体检，五险一金
前端,前端,深圳,13000,26000,1-3,大专,深圳七乐微联信息技术,计算机服务0-20人,HTML5 CSS React vue es6, 邱先生,股票期权，绩效奖金，年终奖，五险一金
前端,前端,无锡,10000,15000,1-3,大专,欧维姆,互联网不需要融资20-99人,前端开发 Flash开发 HTML CSS JavaScript CSS3 HTML5 Less, 涂先生,五险一金，年终奖，带薪年假，节日福利
前端,前端,杭州,10000,15000,1-3,大专,阿里巴巴集团,互联网已上市10000人以上,react javascript, 倪女士,五险一金，交通补助，零食下午茶，餐补，节日福利，免费班车，年终奖，员工旅游，补充医疗保险，股票期权
前端,前端,柳州,5000,8000,1-3,大专,哇咔科技,互联网未融资20-99人,CSS HTML, 熊女士,加班补助，零食下午茶，全勤奖，通讯补贴，交通补助，年终奖，节日福利，五险一金
前端,前端,杭州,11000,15000,1-3,大专,巅峰云,电子商务不需要融资0-20人,CSS 不接受居家办公 HTML5 Vue 前端开发经验, 冯先生,有无线网
前端,前端,海口,10000,15000,1-3,大专,拓维云创,计算机软件已上市1000-9999人,JavaScript HTML5 CSS, 尹女士,零食下午茶，节日福利，五险一金，员工旅游，团建聚餐，定期体检，带薪年假
前端,前端,哈尔滨,10000,11000,1-3,大专,黑龙江欧鹏软件科技,计算机软件20-99人,前端开发经验, 嵇女士, 
前端,前端,南阳,5000,8000,1-3,大专,云上质安,计算机软件未融资20-99人,React Vue 前端开发, 马女士,定期体检，通讯补贴，节日福利，餐补，年终奖，持证补助，带薪年假，五险一金
前端,前端,绍兴,7000,12000,1-3,大专,浙江之安科技,计算机软件20-99人,前端开发 全栈开发 JavaScript HTML CSS Vue React Angular, 姚女士, 
前端,前端,南京,12000,20000,1-3,大专,中软国际,计算机软件已上市10000人以上,AND DESIGN Vue、 ELEMENT UI, 唐女士,员工旅游，加班补助，定期体检，餐补，零食下午茶，节日福利，免费班车，年终奖，带薪年假，五险一金
前端,前端,常州,8000,10000,1-3,大专,常州若为软件有限公司,互联网不需要融资0-20人,HTML5 JS CSS Web端 PC端, 曹先生,年终奖，员工旅游，工龄奖，保底工资，绩效奖金，五险一金
前端,前端,西宁,10000,15000,1-3,大专,天阳科技,计算机软件已上市1000-9999人,JavaScript HTML5 CSS, 徐女士,五险一金，带薪年假，双休，餐补，节日福利
前端,前端,新余,10000,15000,1-3,大专,永锐科技,计算机服务未融资100-499人,ES6 react , 简先生, 
前端,前端,临沂,6000,11000,1-3,大专,金泰钢投科技公司,计算机软件1000-9999人,不接受居家办公 HTML5 Vue 国内院校优先 计算机/软件工程相关专业 前端开发经验, 张先生, 
前端,前端,太原,3000,5000,1-3,大专,华德天一,学校/学历教育未融资20-99人,HTML CSS Vue, 韩先生,五险一金，加班补助，包吃，全勤奖，定期体检，节日福利，年终奖
前端,前端,东莞,6000,10000,1-3,大专,狗熊机器人,旅游天使轮20-99人,技术博客/开源项目有所贡献 CSS JavaScript Vue HTML 计算机/软件工程相关专业 前端开发经验, 伍女士,带薪年假，节日福利，宿舍有空调，全勤奖，包住，加班补助，绩效奖金，团建聚餐，五险一金
前端,前端,菏泽,4000,8000,1-3,大专,单页网络,互联网0-20人,HTML 前端开发 JavaScript CSS Vue 小程序 移动端 Web端, 唐先生, 
前端,前端,太原,5000,8000,1-3,大专,天沐方圆,电子商务未融资0-20人,前端开发 Node.js CSS JavaScript JQuery GIT 后端开发 Webpack, 姚女士,五险一金，定期体检
前端,前端,杭州,20000,40000,1-3,大专,阿里巴巴集团,互联网已上市10000人以上,不接受居家办公 CSS JavaScript HTML5 前端开发经验 计算机/软件工程相关专业, 石先生,交通补助，股票期权，年终奖，节日福利，补充医疗保险，免费班车，零食下午茶，餐补，员工旅游，五险一金
前端,前端,成都,9000,12000,1-3,大专,成电智创,计算机软件未融资500-999人,JavaScript HTML5 Vue 前端开发经验, 李先生,节假日加班费，带薪年假，夜班补助，节日福利，定期体检，员工旅游，补充医疗保险，五险一金，交通补助，零食下午茶，工龄奖，餐补，意外险，生日福利，加班补助
前端,前端,南京,12000,24000,1-3,大专,信永中和税务,财务/审计/税务500-999人,React Vue ECharts 前端开发经验 报表开发经验 组件开发, 王先生, 
前端,前端,九江,5000,8000,1-3,大专,神州信息,计算机软件已上市10000人以上,vue css h5 jsp, 游女士,餐补，补充医疗保险，意外险，年终奖，定期体检，带薪年假，五险一金，股票期权，朝九晚六
前端,前端,深圳,8000,13000,1-3,大专,华创天诚,计算机软件20-99人,JavaScript HTML5 React 计算机/软件工程相关专业 前端开发经验, 吴女士,五险一金，交通补助，住房补贴，年终奖，员工旅游，股票期权，节日福利，带薪年假，零食下午茶
前端,前端,珠海,15000,30000,1-3,大专,软通动力,计算机软件已上市10000人以上,前端开发 Vue, 冯女士,团建活动，定期体检，节日福利，五险一金，加班补助，零食下午茶，生日福利，通讯补贴，交通补助，免费班车，补充医疗保险，带薪年假
前端,前端,邯郸,4000,5000,1-3,大专,栋翰科技,计算机软件0-20人,不接受居家办公 CSS JavaScript HTML5 计算机/软件工程相关专业 前端开发经验, 王先生, 
前端,前端,南宁,7000,10000,1-3,大专,广西龙头数据科技,电子商务未融资20-99人,HTML5 React Vue 计算机/软件工程相关专业 前端开发经验, 何女士,团建聚餐，有无线网，全勤奖，底薪加提成，绩效奖金，五险一金，年终奖
前端,前端,杭州,8000,12000,1-3,大专,浙江禹贡,互联网未融资100-499人,jquery javascript, 徐女士,定期体检，补充医疗保险，五险一金，年终奖，交通补助，员工旅游，节日福利，证书津贴，带薪年假，餐补，通讯补贴
前端,前端,杭州,10833,16250,1-3,大专,浙江大华,互联网已上市10000人以上,vue.js, 于先生,员工旅游，定期体检，免费班车，年终奖，住房免息贷款，通讯补贴，餐补，补充医疗保险，带薪年假，加班补助，五险一金，包吃，节日福利，交通补助
前端,前端,岳阳,5000,9000,1-3,大专,汇创信息技术有限公司,计算机软件100-499人,html DIV+CSS javascript, 贺先生,五险一金，全勤奖，年终奖，节日福利，包住，包住宿
前端,前端,嘉兴,7000,8000,1-3,大专,智拓,计算机软件未融资20-99人,前端开发 Vue, 陈先生, 
前端,前端,成都,12000,15000,1-3,大专,汉朔公司,计算机服务未融资1000-9999人,JavaScript Vue 计算机/软件工程相关专业 前端开发经验, 吴女士,五险一金，员工旅游，定期体检，带薪年假，年终奖，节日福利
前端,前端,大理白族自治州,12833,18666,5-10,大专,兴大慧运,交通/运输未融资20-99人,Vue 计算机/软件工程相关专业 前端开发经验 技术博客/开源项目有所贡献 不接受居家办公, 曾先生,生日福利，五险，节日福利，补充医疗保险，绩效奖金，餐补，工龄奖，全勤奖，团建聚餐，带薪年假
前端,前端,佛山,1000,3000,5-10,大专,雷兰科技公司,计算机软件未融资0-20人,HTML5 Vue Node.js 接受居家办公, 马先生, 
前端,前端,杭州,15000,25000,5-10,大专,天翼智慧城市,计算机软件未融资100-499人,JavaScript, 郭先生,交通补助，带薪年假，餐补，通讯补贴，节日福利，定期体检，年终奖，五险一金，住房补贴
前端,前端,北京,7000,9000,5-10,大专,中国农业网,电子商务不需要融资20-99人,DIV+CSS html css3, 袁先生,带薪年假，交通补助，员工旅游，通讯补贴，年终奖，五险一金，餐补，股票期权
前端,前端,邯郸,6000,11000,5-10,大专,成都琥玥,移动互联网不需要融资20-99人,Webpack 移动端 小程序 Vue React 后端开发 前端开发 JavaScript, 曹女士,五险一金，年终奖，节日福利，定期体检，零食下午茶
前端,前端,西安,12000,18000,5-10,大专,兰格集团,电子商务未融资100-499人,Vue React ios uniapp, 吕女士,带薪年假，全勤奖，绩效奖金，交通补助，五险一金，节日福利，通讯补贴，餐补
前端,前端,广州,10000,11000,5-10,大专,般诺智能,计算机软件0-20人,Vue Node.js HTML5 计算机/软件工程相关专业 前端开发经验, 蓝女士, 
前端,前端,开封,2000,3000,5-10,大专,寸金科技,互联网未融资20-99人,css html javascrpt, 孙先生,全勤奖，年终奖，加班补助
前端,前端,肇庆,6000,11000,5-10,大专,柏曦科技,计算机软件不需要融资0-20人,vue.js, 罗女士, 
前端,前端,哈尔滨,8000,10000,5-10,大专,公众,互联网不需要融资500-999人,Vue CSS 不接受居家办公, 马女士,五险一金，加班补助，节日福利
前端,前端,桂林,10000,11000,5-10,大专,优贡科技,计算机软件天使轮20-99人,前端开发 Node.js 后端开发 JavaScript HTML CSS Java PHP, 罗先生, 
前端,前端,深圳,15000,30000,5-10,大专,比亚迪汽车工业,汽车研发/制造已上市10000人以上,HTML5 Java Vue, 明女士,通讯补贴，住房补贴，餐补，带薪年假，五险一金，周末双休
前端,前端,金华,6000,8000,5-10,大专,浙江微政科技有限公司,计算机软件20-99人,前端开发 Web端 小程序 Android, 叶先生,五险一金，年终奖，定期体检，加班补助
前端,前端,惠州,8000,13000,5-10,大专,惠州玖点供应链信...,互联网0-20人,HTML5 React Vue 计算机/软件工程相关专业 前端开发经验, 李女士, 
前端,前端,深圳,10000,15000,5-10,大专,谊海科技,移动互联网未融资100-499人,前端开发 HTML CSS JavaScript Web端 移动端, 张先生,五险一金，带薪年假，节日福利
前端,web前端,常州,6000,8000,5-10,大专,上觉品牌文化,广告营销不需要融资20-99人,前端开发 HTML CSS JavaScript, 刘先生,五险一金，通讯补贴，交通补助，年终奖，带薪年假，免费班车，节日福利
前端,web前端,杭州,16250,32500,5-10,大专,阿里巴巴集团,互联网已上市10000人以上,前端开发 WEB开发 React Vue Web端 小程序 PC端, 杜女士,交通补助，免费班车，节日福利，股票期权，员工旅游，零食下午茶，餐补，五险一金，年终奖，补充医疗保险
前端,前端开发,株洲,5000,10000,5-10,大专,兑鑫信息科技,移动互联网未融资20-99人,电信业务, 谭先生,全勤奖，年终奖，节日福利
前端,web前端,北京,8000,15000,5-10,大专,中青文传媒,社交网络与媒体不需要融资20-99人,CSS3 HTML, 杨女士,全勤奖，交通补助，餐补，五险一金
前端,web前端,无锡,8000,12000,5-10,大专,清溪谷,游戏A轮20-99人,Zepto css javascript, 王先生,带薪年假，餐补，零食下午茶，五险一金，股票期权，全勤奖，员工旅游
前端,前端开发,临沂,5000,8000,5-10,大专,速恒软件,计算机软件未融资0-20人,前端开发 CSS JavaScript HTML5 Vue Bootstrap 小程序 JQuery 前端开发经验 CSS3, 唐先生,全勤奖，生日福利，员工旅游，节日福利，底薪加提成，工龄奖，带薪年假，绩效奖金，零食下午茶，年终奖，保底工资，商业保险
前端,web前端,聊城,3000,6000,5-10,大专,聊城印象,互联网20-99人,前端开发 web前端, 孟先生, 
前端,web前端,呼伦贝尔,5000,8000,5-10,大专,呼伦贝尔中科信息...,计算机软件0-20人,JavaScript HTML5 Vue 前端开发经验, 张先生, 
前端,前端开发,泰安,5000,10000,5-10,大专,山东友瑞,计算机软件未融资0-20人,JavaScript CSS Vue, 石先生,节日福利，全勤奖，年终奖
前端,前端开发,西安,15000,20000,5-10,大专,云基智慧,交通/运输不需要融资1000-9999人,前端开发 React Web端 Ant design, 夏先生,带薪年假，餐补，定期体检，加班补助，年终奖，五险一金，补充医疗保险
前端,前端开发,成都,15000,30000,5-10,大专,华为成都,计算机软件不需要融资10000人以上,JavaScript HTML5, 杨先生,员工旅游，五险一金，零食下午茶，免费班车，年终奖，股票期权，夜班补助，交通补助，绩效奖金，补充医疗保险，加班补助，定期体检，带薪年假，节日福利
前端,web前端,太原,4000,6000,5-10,大专,天诚智联,计算机软件未融资20-99人,HTML Vue JavaScript HTML5 CSS3, 郭先生,五险一金，加班补助
前端,web前端,杭州,15000,30000,5-10,大专,有谱么,音乐/视频/阅读天使轮0-20人,前端开发 Node.js MongoDB, 余女士,节日福利，五险一金，员工旅游，股票期权，零食下午茶，年终奖，定期体检，带薪年假
前端,web前端,杭州,15000,30000,5-10,大专,口碑,O2O不需要融资10000人以上,前端开发 Node.js JavaScript HTML CSS Java Vue React, 代先生,补充医疗保险，年终奖，交通补助，五险一金，股票期权，员工旅游，13薪，通讯补贴，餐补，定期体检，节日福利，免费班车，带薪年假
前端,web前端,襄阳,5000,9000,5-10,大专,利捷畅,计算机软件0-20人,前端开发 CSS JavaScript HTML AJAX JQuery Vue.js, 张先生, 
前端,web前端,衡阳,6000,10000,1-3,学历不限,卓尊科技,互联网0-20人,JavaScript CSS HTML Web端, 肖先生, 
前端,web前端,盐城,7000,10000,1-3,学历不限,工威服饰,原材料及加工/模具20-99人,前端开发经验 技术博客/开源项目有所贡献 架构师经验, 朱先生, 
前端,前端兼职,成都,120000,150000,1-3,学历不限,星辰云贝,计算机软件0-20人,CSS Vue 前端开发经验 接受居家办公, 蒋先生, 
前端,vue前端,保定,4000,5000,1-3,学历不限,比特,计算机软件20-99人,Vue 前端开发, 阎女士, 
前端,前端开发,保山,3000,6000,1-3,学历不限,铭远信息,互联网未融资20-99人,Vue 移动端 PC端, 徐先生,五险一金，补充医疗保险，通讯补贴，节日福利
前端,web前端,金华,5000,8000,1-3,学历不限,垂直宝科技,移动互联网20-99人,CSS3, 李先生, 
前端,前端开发,长春,4000,9000,1-3,学历不限,万帮,移动互联网不需要融资20-99人,小程序 前端开发 JavaScript Vue JQuery, 范女士,五险一金，带薪年假，节日福利，员工旅游，加班补助，交通补助，住房补贴，餐补
前端,web前端,杭州,20000,40000,1-3,学历不限,阿里巴巴集团,互联网已上市10000人以上,javascript node.js react, 彭先生,交通补助，五险一金，餐补，节日福利，零食下午茶，员工旅游，补充医疗保险，年终奖，免费班车，股票期权
前端,web前端,贵阳,6000,8000,1-3,学历不限,软件研发,计算机软件0-20人,前端开发, 伍先生, 
前端,web前端,金华,8000,12000,1-3,学历不限,浙江甜橙,医疗健康0-20人,CSS JavaScript Vue 前端开发经验 计算机/软件工程相关专业 架构师经验, 李先生,餐补，年终奖，股票期权，底薪加提成，定期体检，团建聚餐，加班补助，带薪年假，绩效奖金，五险一金
前端,前端开发,北京,5000,7000,1-3,学历不限,北京起步软件,计算机软件未融资20-99人,Vue 计算机/软件工程相关专业 前端开发经验 不接受居家办公 前端开发 Vue springboot, 付女士,定期体检
前端,前端开发,北京,23333,46666,1-3,学历不限,小米,互联网已上市10000人以上,React Node.js 前端开发经验 不接受居家办公, 郭先生,带薪年假，五险一金，定期体检，12%公积金，餐补，年终奖，补充医疗保险，节日福利，股票期权
前端,web前端,杭州,26666,53333,1-3,学历不限,阿里巴巴集团,互联网已上市10000人以上,前端开发 Node.js JavaScript HTML CSS Java 移动端 React, 滑女士,餐补，交通补助，员工旅游，五险一金，补充医疗保险，免费班车，零食下午茶，年终奖，节日福利，股票期权
前端,web前端,武汉,8000,13000,1-3,学历不限,微助教,学校/学历教育天使轮20-99人,Web端 React MongoDB MySQL HTML CSS JavaScript, 魏女士,弹性工作时间，五险一金，定期体检，带薪年假
前端,web前端,渭南,4000,6000,1-3,学历不限,资硕科技,计算机软件20-99人,Web端, 杨女士, 
前端,web前端,杭州,3000,8000,1-3,学历不限,画梦网络,互联网未融资0-20人,移动端 HTML HTML5 小程序 iOS Android Web端 网络交换技术, 张先生,零食下午茶，全勤奖，年终奖，带薪年假，底薪加提成，保底工资，绩效奖金，定期体检，员工旅游，五险一金
前端,web前端,西安,8000,12000,1-3,学历不限,陕西艾科研达生物科技,计算机软件20-99人,JavaScript React Angular, 田先生, 
前端,web前端,泰安,12000,18000,1-3,学历不限,赛玛信息,计算机软件100-499人,JavaScript HTML5 Java 计算机/软件工程相关专业 前端开发经验 CSS ES5 Vue ES6 HTML React.JS Angular, 徐女士, 
前端,web前端,惠州,6000,11000,1-3,学历不限,小彬网络科技有限公司,大数据未融资100-499人,前端开发 CSS Vue, 罗女士,年终奖，带薪年假，餐补，节日福利
前端,web前端,杭州,17500,35000,1-3,学历不限,有赞,互联网已上市1000-9999人,前端开发 Node.js CSS HTML 移动端 小程序 PC端 网络协议, 孙先生,五险一金，通讯补贴，年终奖，定期体检，交通补助，股票期权，带薪年假，员工旅游，节日福利，免费班车，零食下午茶
前端,web前端,泰州,8666,13000,1-3,学历不限,华晟经世,互联网不需要融资500-999人,全职工作 线下教学 院校专业课 教学资料 日常教学 辅导答疑 计算机相关专业 移动端开发经验 Web项目经验, 夏先生,五险一金，节日福利，通讯补贴，带薪年假，意外险
前端,前端开发,洛阳,3000,5000,1-3,学历不限,布网科技,互联网不需要融资0-20人,CSS HBuilder HTML5 JavaScript Vue Bootstrap HTML MVC开发 JQuery 前端开发经验, 王先生,年终奖，节日福利，员工旅游，零食下午茶，带薪年假
前端,web前端,西安,22500,37500,1-3,学历不限,华为,计算机软件不需要融资10000人以上,JavaScript HTML5 CSS, 王先生,定期体检，五险一金，零食下午茶，股票期权，节日福利，餐补，年终奖，补充医疗保险，员工旅游，加班补助
前端,web前端,杭州,6000,9000,1-3,学历不限,浙江金之路,通信/网络设备已上市100-499人,javascrpt jquery vue.js, 陈先生, 
前端,前端开发,杭州,10000,11000,1-3,学历不限,新华三技术有限公司,计算机软件不需要融资10000人以上,Vue app，小程序 H5 移动端开发, 胡先生,带薪年假，定期体检，年终奖，加班补助，补充医疗保险，五险一金，通讯补贴，员工旅游，餐补，免费班车，零食下午茶，节日福利，交通补助
前端,前端开发,西安,5000,6000,1-3,学历不限,青叶海棠网络科技,计算机软件未融资20-99人,提供实习证明 不接受居家办公 低代码平台软件开发 JavaScript Vue 有独立解决和问题思考能力 B端C端产品经验 React 计算机/软件工程相关专业 前端开发经验, 邹先生,节日福利，法定节假日三薪，底薪加提成，餐补，保底工资，绩效奖金，工龄奖，年终奖，带薪年假，高温补贴，五险一金，交通补助，全勤奖
前端,web前端,深圳,10000,20000,1-3,学历不限,掌护智慧,医疗健康不需要融资100-499人,DIV+CSS javascrpt vue.js, 何先生,年终奖，工龄奖，绩效奖金，补充医疗保险，团建聚餐，节日福利，生日福利，五险一金，零食下午茶，定期体检，交通补助
前端,前端开发,武汉,10500,15166,1-3,学历不限,武汉丰迈信息,通信/网络设备不需要融资20-99人,Vue JavaScript CSS 计算机/软件工程相关专业 前端开发经验, 郑女士,员工旅游，节日福利，年终奖，餐补，带薪年假，五险一金
前端,Web前端,深圳,8000,10000,1-3,学历不限,筑建云,装修装饰未融资20-99人,前端开发 JavaScript HTML CSS Vue Web端 移动端, 高女士,五险一金
